customer_id,segment,recency,history_segment,history,mens,womens,zip_code,newbie,channel,p_conversion_if_treated,p_conversion_if_control,predicted_uplift
55256,Womens E-Mail,1,"7) $1,000 +",1033.92,1,1,Surburban,1,Web,0.04920793144552351,0.00725270565702926,0.04195522578849425
6304,Mens E-Mail,1,"7) $1,000 +",1010.11,1,1,Surburban,1,Web,0.048958371980111756,0.00725270565702926,0.041705666323082494
21976,No E-Mail,1,"7) $1,000 +",1035.14,1,1,Surburban,1,Web,0.04839428412490885,0.00725270565702926,0.04114157846787959
42522,Mens E-Mail,1,"7) $1,000 +",1101.71,1,1,Surburban,1,Web,0.04557302818248815,0.007209399977223092,0.03836362820526506
48996,Womens E-Mail,1,"7) $1,000 +",1085.17,1,1,Surburban,1,Web,0.04529626610960958,0.007347152198965105,0.037949113910644476
6369,No E-Mail,1,"7) $1,000 +",1104.57,1,1,Surburban,1,Web,0.04485658626975467,0.007148424367466995,0.03770816190228767
50000,No E-Mail,2,"7) $1,000 +",1025.03,1,1,Urban,1,Web,0.04571193301311677,0.00815386956667385,0.03755806344644292
18568,Mens E-Mail,2,"7) $1,000 +",1005.18,1,1,Urban,1,Web,0.04539720278188639,0.00815386956667385,0.03724333321521254
24971,No E-Mail,2,"7) $1,000 +",1015.21,1,1,Urban,1,Web,0.04539720278188639,0.00815386956667385,0.03724333321521254
46937,No E-Mail,2,"7) $1,000 +",1029.18,1,1,Urban,1,Web,0.045280560464097154,0.00815386956667385,0.037126690897423306
47181,Womens E-Mail,1,"7) $1,000 +",1016.39,1,1,Urban,1,Web,0.04618060127510039,0.009072213864488367,0.03710838741061202
14742,Mens E-Mail,1,"7) $1,000 +",1014.58,1,1,Urban,1,Web,0.04618060127510039,0.009072213864488367,0.03710838741061202
6879,No E-Mail,1,"7) $1,000 +",1146.87,1,1,Surburban,1,Web,0.04403803890946843,0.007088239182281809,0.03694979972718662
25987,Mens E-Mail,2,"7) $1,000 +",1026.02,1,1,Surburban,1,Web,0.042723324570235234,0.006345996791144344,0.03637732777909089
29491,No E-Mail,1,"7) $1,000 +",1170.85,1,1,Surburban,1,Web,0.0432522879782878,0.006897534054076683,0.036354753924211114
14571,No E-Mail,1,"7) $1,000 +",1004.64,0,1,Surburban,1,Web,0.0414286452064296,0.005648676357298853,0.03577996884913075
59603,Womens E-Mail,1,"7) $1,000 +",1216.65,1,1,Surburban,1,Web,0.042345170552295926,0.006778486435029064,0.035566684117266864
13072,Womens E-Mail,1,"7) $1,000 +",1043.42,1,1,Urban,1,Web,0.044269340525299544,0.00914165830893281,0.03512768221636674
5659,No E-Mail,1,"7) $1,000 +",1191.99,1,1,Surburban,1,Web,0.04163949739719025,0.006778486435029064,0.03486101096216119
26308,No E-Mail,1,"7) $1,000 +",1188.11,1,1,Surburban,1,Web,0.04163949739719025,0.006897534054076683,0.034741963343113566
36144,No E-Mail,1,"7) $1,000 +",1180.17,1,1,Surburban,1,Web,0.04163949739719025,0.006897534054076683,0.034741963343113566
22618,Womens E-Mail,1,"7) $1,000 +",1000.16,1,1,Urban,1,Web,0.04376512437893161,0.009072213864488367,0.034692910514443245
24776,Mens E-Mail,1,"7) $1,000 +",1052.94,0,1,Surburban,1,Web,0.040185824893024386,0.005685172707663816,0.03450065218536057
54863,Mens E-Mail,2,"7) $1,000 +",1106.14,1,1,Urban,1,Web,0.041249235887932605,0.007170329757979103,0.0340789061299535
45732,Womens E-Mail,1,"7) $1,000 +",1050.42,1,1,Urban,1,Web,0.043144173304247586,0.00914165830893281,0.03400251499531477
45252,Womens E-Mail,1,"7) $1,000 +",1106.38,1,1,Urban,1,Web,0.04198790568803577,0.00814819786531743,0.03383970782271834
4448,No E-Mail,2,"7) $1,000 +",1000.78,1,1,Surburban,1,Web,0.04018122173045663,0.006345996791144344,0.033835224939312285
36507,No E-Mail,2,"7) $1,000 +",1094.7,1,1,Urban,1,Web,0.04182868954783886,0.00808632770974843,0.03374236183809043
5370,Womens E-Mail,1,"7) $1,000 +",1142.73,1,1,Urban,1,Web,0.04165853817863153,0.007963012680132244,0.03369552549849929
50958,No E-Mail,1,"7) $1,000 +",1151.99,1,1,Urban,1,Web,0.04165853817863153,0.007963012680132244,0.03369552549849929
55323,Womens E-Mail,1,"7) $1,000 +",1122.7,1,1,Urban,1,Web,0.04165853817863153,0.00814819786531743,0.033510340313314096
59448,No E-Mail,1,"7) $1,000 +",1120.89,1,1,Urban,1,Web,0.04165853817863153,0.00814819786531743,0.033510340313314096
23729,Mens E-Mail,1,"7) $1,000 +",1230.45,1,1,Surburban,1,Web,0.04024331979782584,0.006778486435029064,0.03346483336279678
39944,Womens E-Mail,1,"7) $1,000 +",1250.43,1,1,Surburban,1,Web,0.04024331979782584,0.006778486435029064,0.03346483336279678
21375,Womens E-Mail,2,"7) $1,000 +",1030.78,0,1,Surburban,1,Web,0.038293014223439024,0.0051177474621120645,0.03317526676132696
61615,Womens E-Mail,1,"7) $1,000 +",1145.49,0,1,Surburban,1,Web,0.03842398099738649,0.0054858942387343845,0.032938086758652105
31590,Mens E-Mail,1,"7) $1,000 +",1150.28,0,1,Surburban,1,Web,0.03842398099738649,0.0054858942387343845,0.032938086758652105
9317,No E-Mail,1,"7) $1,000 +",1120.04,0,1,Surburban,1,Web,0.03842398099738649,0.0055460794239195685,0.03287790157346692
38133,Mens E-Mail,2,"7) $1,000 +",1075.17,1,1,Surburban,1,Web,0.03926124850986571,0.00644044333308019,0.03282080517678552
35492,Mens E-Mail,2,"7) $1,000 +",1064.24,1,1,Surburban,1,Web,0.03926124850986571,0.00644044333308019,0.03282080517678552
22896,Mens E-Mail,2,"7) $1,000 +",1019.77,0,1,Surburban,1,Web,0.03789217673377129,0.0051177474621120645,0.03277442927165923
256,No E-Mail,2,"7) $1,000 +",1093.92,1,1,Surburban,1,Web,0.039255572103997084,0.006503797755246426,0.03275177434875066
19561,Womens E-Mail,1,"7) $1,000 +",1726.14,1,1,Surburban,1,Web,0.041031381221288195,0.008454931746131605,0.03257644947515659
2979,No E-Mail,1,"7) $1,000 +",1870.78,1,1,Surburban,1,Web,0.041031381221288195,0.008454931746131605,0.03257644947515659
47418,Womens E-Mail,2,"7) $1,000 +",1085.92,1,1,Surburban,1,Web,0.03897881003111851,0.00644044333308019,0.03253836669803832
4954,No E-Mail,1,"7) $1,000 +",1158.74,0,1,Urban,1,Web,0.0386430456316936,0.006214217322333163,0.03242882830936044
19184,Womens E-Mail,1,"7) $1,000 +",1373.3,1,1,Surburban,1,Web,0.04027943486458924,0.007894276467934674,0.03238515839665457
19547,Mens E-Mail,1,"7) $1,000 +",1367.01,1,1,Surburban,1,Web,0.04027943486458924,0.007894276467934674,0.03238515839665457
58875,No E-Mail,1,"7) $1,000 +",1142.41,0,1,Urban,1,Web,0.0386430456316936,0.006276717322333164,0.03236632830936044
26109,No E-Mail,1,"7) $1,000 +",1137.52,0,1,Urban,1,Web,0.0386430456316936,0.006276717322333164,0.03236632830936044
9179,No E-Mail,1,"7) $1,000 +",1150.41,0,1,Urban,1,Web,0.0386430456316936,0.006276717322333164,0.03236632830936044
9100,No E-Mail,3,"7) $1,000 +",1047.96,1,1,Urban,1,Web,0.040372999718731324,0.00806975272145744,0.03230324699727388
61138,Womens E-Mail,2,"7) $1,000 +",1040.5,0,1,Surburban,1,Web,0.03739206848796086,0.005154243812477028,0.032237824675483834
35442,Mens E-Mail,1,"7) $1,000 +",1426.13,1,1,Surburban,1,Web,0.04061416582196171,0.008454931746131605,0.0321592340758301
24137,No E-Mail,3,"7) $1,000 +",1049.74,1,1,Urban,1,Web,0.040196096879213945,0.00806975272145744,0.0321263441577565
15616,Womens E-Mail,1,"7) $1,000 +",1177.46,1,1,Urban,1,Web,0.03982693788795774,0.007772307551927118,0.03205463033603062
41773,Mens E-Mail,3,"7) $1,000 +",1161.56,1,1,Urban,1,Web,0.03897969252282865,0.007016768468318251,0.0319629240545104
60564,No E-Mail,2,"7) $1,000 +",1000.15,0,1,Urban,1,Web,0.03859765282245185,0.006635294927907873,0.03196235789454398
37030,Womens E-Mail,1,"7) $1,000 +",1501.93,1,1,Surburban,1,Web,0.04024582860566082,0.008454931746131605,0.03179089685952921
35184,Womens E-Mail,1,"7) $1,000 +",1570.47,1,1,Surburban,1,Web,0.04024582860566082,0.008454931746131605,0.03179089685952921
62869,Mens E-Mail,1,"7) $1,000 +",1465.8,1,1,Surburban,1,Web,0.04024582860566082,0.008454931746131605,0.03179089685952921
21674,Mens E-Mail,1,"7) $1,000 +",1499.11,1,1,Surburban,1,Web,0.04024582860566082,0.008454931746131605,0.03179089685952921
18720,No E-Mail,1,"7) $1,000 +",1544.76,1,1,Surburban,1,Web,0.04024582860566082,0.008454931746131605,0.03179089685952921
60613,No E-Mail,1,"7) $1,000 +",1453.86,1,1,Surburban,1,Web,0.04024582860566082,0.008454931746131605,0.03179089685952921
30079,Mens E-Mail,2,"7) $1,000 +",1137.4,1,1,Surburban,1,Web,0.03772058283097738,0.0059970065068730835,0.031723576324104295
17540,No E-Mail,2,"7) $1,000 +",1102.75,0,1,Urban,1,Web,0.03743457179905765,0.005766254165611974,0.03166831763344568
59789,Mens E-Mail,1,"7) $1,000 +",1204.21,1,1,Urban,1,Web,0.03925001481103466,0.007653259932879499,0.031596754878155164
24597,No E-Mail,1,"7) $1,000 +",1208.54,1,1,Urban,1,Web,0.03925001481103466,0.007653259932879499,0.031596754878155164
17626,Womens E-Mail,2,"7) $1,000 +",1122.34,1,1,Surburban,1,Web,0.03772058283097738,0.006182191692058268,0.03153839113891911
33596,No E-Mail,2,"7) $1,000 +",1133.3,1,1,Surburban,1,Web,0.03772058283097738,0.006182191692058268,0.03153839113891911
45290,Mens E-Mail,2,"7) $1,000 +",1131.27,1,1,Surburban,1,Web,0.03772058283097738,0.006182191692058268,0.03153839113891911
1440,Womens E-Mail,2,"7) $1,000 +",1049.77,0,1,Urban,1,Web,0.03813313900211645,0.006635294927907873,0.031497844074208574
60475,Womens E-Mail,2,"7) $1,000 +",1207.26,1,1,Urban,1,Web,0.03802644834956423,0.006675391825541173,0.031351056524023056
47298,No E-Mail,2,"7) $1,000 +",1135.22,0,1,Urban,1,Web,0.03685511813915139,0.005520093370670692,0.0313350247684807
20775,No E-Mail,2,"7) $1,000 +",1150.18,0,1,Urban,1,Web,0.03685511813915139,0.005520093370670692,0.0313350247684807
35962,Womens E-Mail,2,5) $500 - $750,585.7,1,1,Urban,1,Web,0.03596323810762508,0.0047739604543553995,0.031189277653269676
13141,Mens E-Mail,4,"7) $1,000 +",1011.91,1,1,Urban,1,Web,0.03916677319041875,0.008033722064555666,0.031133051125863086
4134,Mens E-Mail,3,"7) $1,000 +",1030.79,0,1,Surburban,1,Web,0.03669143577651444,0.005820210509214924,0.030871225267299515
44136,Mens E-Mail,2,"7) $1,000 +",1078.44,0,1,Urban,1,Web,0.03715780972617908,0.006635294927907873,0.03052251479827121
59355,Womens E-Mail,1,"7) $1,000 +",1248.64,1,1,Urban,1,Web,0.03815831249627201,0.007653259932879499,0.03050505256339251
4697,No E-Mail,1,"7) $1,000 +",1215.3,0,1,Surburban,1,Web,0.03562534664825744,0.005176141491481637,0.030449205156775808
25138,Mens E-Mail,3,"7) $1,000 +",1162.91,1,1,Urban,1,Web,0.037445805024480555,0.007016768468318251,0.030429036556162303
26312,Mens E-Mail,4,"7) $1,000 +",1031.48,1,1,Surburban,1,Web,0.037410934996349676,0.007023779887755546,0.03038715510859413
34920,Mens E-Mail,2,5) $500 - $750,586.45,1,1,Urban,1,Web,0.03511529762752934,0.0047739604543553995,0.030341337173173936
45178,No E-Mail,1,"7) $1,000 +",1283.93,1,1,Urban,1,Web,0.03802977907538545,0.007835799687075476,0.03019397938830997
52042,No E-Mail,2,5) $500 - $750,601.11,1,1,Urban,1,Web,0.035794616352047566,0.005669911163712838,0.030124705188334728
61584,Mens E-Mail,2,5) $500 - $750,601.16,1,1,Urban,1,Web,0.035794616352047566,0.005669911163712838,0.030124705188334728
32182,Womens E-Mail,1,"7) $1,000 +",1340.41,1,1,Urban,1,Web,0.03802977907538545,0.007957974306664782,0.030071804768720664
44061,Womens E-Mail,1,"7) $1,000 +",1014.48,0,1,Surburban,1,Phone,0.041549233238893014,0.011550029206784478,0.029999204032108536
56500,Mens E-Mail,1,"7) $1,000 +",1661.71,1,1,Urban,1,Web,0.03888087875906852,0.00920045071652373,0.02968042804254479
23412,Womens E-Mail,1,"7) $1,000 +",1755.12,1,1,Urban,1,Web,0.03888087875906852,0.00920045071652373,0.02968042804254479
61448,Mens E-Mail,1,"7) $1,000 +",2859.63,1,1,Urban,1,Web,0.03888087875906852,0.00920045071652373,0.02968042804254479
24228,No E-Mail,1,"7) $1,000 +",1358.36,1,1,Urban,1,Web,0.03802977907538545,0.008349519698210173,0.029680259377175274
15474,Womens E-Mail,2,"7) $1,000 +",1259.36,1,1,Urban,1,Web,0.03657155747735332,0.006915923666598779,0.02965563381075454
13083,No E-Mail,3,"7) $1,000 +",1062.92,1,1,Surburban,1,Web,0.036440948236961986,0.00681071065221195,0.029630237584750037
11184,No E-Mail,1,"7) $1,000 +",1192.97,0,1,Urban,1,Web,0.03559013718980295,0.005966964575080415,0.029623172614722536
25762,Mens E-Mail,3,"7) $1,000 +",1040.17,0,1,Surburban,1,Web,0.035484258713678184,0.005905913491778141,0.029578345221900042
43604,Mens E-Mail,4,"7) $1,000 +",1042.49,1,1,Urban,1,Web,0.03756146750779835,0.008025242868867941,0.029536224638930412
34943,No E-Mail,1,"7) $1,000 +",1364.92,1,1,Urban,1,Web,0.03808543936805086,0.008553396114331343,0.02953204325371952
55729,No E-Mail,1,"7) $1,000 +",1364.36,1,1,Urban,1,Web,0.03808543936805086,0.008553396114331343,0.02953204325371952
44857,Womens E-Mail,1,"7) $1,000 +",1428.71,1,1,Urban,1,Web,0.03846366335974205,0.00920045071652373,0.029263212643218323
21022,No E-Mail,2,"7) $1,000 +",1291.85,1,1,Urban,1,Web,0.03617114319271842,0.0069754474761225885,0.029195695716595832
16985,Mens E-Mail,2,"7) $1,000 +",1305.72,1,1,Urban,1,Web,0.03617114319271842,0.0069754474761225885,0.029195695716595832
25260,No E-Mail,2,5) $500 - $750,601.74,1,1,Urban,1,Web,0.03470990216875782,0.005669911163712838,0.029039991005044983
11313,Womens E-Mail,1,"7) $1,000 +",1009.54,1,1,Rural,1,Web,0.04262196209423556,0.013640251999387938,0.028981710094847624
23391,No E-Mail,2,"7) $1,000 +",1189.46,1,1,Surburban,1,Web,0.03483714465733194,0.005931301378667957,0.02890584327866398
45885,No E-Mail,1,"7) $1,000 +",1534.12,1,1,Urban,1,Web,0.038095326143441154,0.00920045071652373,0.028894875426917425
20759,Womens E-Mail,1,"7) $1,000 +",1455.55,1,1,Urban,1,Web,0.038095326143441154,0.00920045071652373,0.028894875426917425
56011,Mens E-Mail,1,"7) $1,000 +",1594.34,1,1,Urban,1,Web,0.038095326143441154,0.00920045071652373,0.028894875426917425
46804,No E-Mail,3,"7) $1,000 +",1211.76,1,1,Urban,1,Web,0.0356131134067303,0.0067695157210655044,0.028843597685664794
25819,No E-Mail,3,"7) $1,000 +",1195.03,1,1,Urban,1,Web,0.0356131134067303,0.0067695157210655044,0.028843597685664794
23688,Womens E-Mail,2,"7) $1,000 +",1814.19,1,1,Urban,1,Web,0.03699584991452466,0.00834009850557084,0.028655751408953822
51590,Womens E-Mail,2,"7) $1,000 +",1914.85,1,1,Urban,1,Web,0.03699584991452466,0.00834009850557084,0.028655751408953822
38377,Womens E-Mail,1,"7) $1,000 +",1010.53,1,1,Surburban,1,Phone,0.0431086960037545,0.014602614386917193,0.028506081616837306
39173,Womens E-Mail,1,"7) $1,000 +",1447.55,1,1,Urban,1,Web,0.037687076985192004,0.00920045071652373,0.028486626268668276
13096,No E-Mail,1,"7) $1,000 +",1236.14,0,1,Surburban,1,Web,0.03364956152537379,0.005176141491481637,0.028473420033892152
46234,No E-Mail,1,"7) $1,000 +",1240.41,0,1,Surburban,1,Web,0.03364956152537379,0.005176141491481637,0.028473420033892152
60325,Womens E-Mail,2,"7) $1,000 +",1632.75,1,1,Urban,1,Web,0.03679017419321749,0.00834009850557084,0.028450075687646653
18462,Womens E-Mail,1,"6) $750 - $1,000",911.82,1,1,Surburban,1,Phone,0.03615850455504263,0.00775584929703922,0.02840265525800341
17976,No E-Mail,2,5) $500 - $750,611.69,1,1,Urban,1,Web,0.034058652208701946,0.005669911163712838,0.028388741044989108
50297,Mens E-Mail,3,"7) $1,000 +",1136.05,1,1,Surburban,1,Web,0.034900282558073654,0.0065524590111900325,0.028347823546883623
17663,No E-Mail,1,"7) $1,000 +",1026.69,1,1,Surburban,1,Phone,0.04282158226723107,0.014602614386917193,0.028218967880313875
49788,Mens E-Mail,1,"7) $1,000 +",1023.52,1,1,Surburban,1,Phone,0.04282158226723107,0.014602614386917193,0.028218967880313875
33945,Mens E-Mail,1,"7) $1,000 +",1218.66,0,1,Urban,1,Web,0.03415391787243506,0.005966964575080415,0.028186953297354645
31343,Womens E-Mail,2,"7) $1,000 +",1212.93,0,1,Urban,1,Web,0.033386632676458326,0.005210340623417945,0.028176292053040383
33939,No E-Mail,1,"7) $1,000 +",1336.98,0,1,Surburban,1,Web,0.03343534007419504,0.005341620516780188,0.028093719557414853
23222,Womens E-Mail,1,"7) $1,000 +",1336.89,0,1,Surburban,1,Web,0.03343534007419504,0.005341620516780188,0.028093719557414853
37698,Womens E-Mail,3,"7) $1,000 +",1152.24,1,1,Surburban,1,Web,0.03469931870265197,0.006677459011190033,0.02802185969146194
50403,Mens E-Mail,1,"7) $1,000 +",1265.74,0,1,Urban,1,Web,0.03406034948651354,0.006072919790855157,0.027987429695658386
50504,Mens E-Mail,1,"6) $750 - $1,000",917.26,1,1,Surburban,1,Phone,0.035861474852072334,0.007923852351640212,0.02793762250043212
43012,Womens E-Mail,1,"7) $1,000 +",1029.41,0,1,Surburban,1,Multichannel,0.033891168264569414,0.006035030208829029,0.027856138055740387
26869,No E-Mail,1,"6) $750 - $1,000",927.27,1,1,Surburban,1,Phone,0.03599596306368821,0.008157795644526592,0.02783816741916162
18414,Womens E-Mail,1,"7) $1,000 +",1273.8,0,1,Surburban,1,Web,0.03315711179840579,0.005341620516780188,0.027815491281625603
58501,No E-Mail,4,"7) $1,000 +",1118.73,1,1,Urban,1,Web,0.035102371809179196,0.0073087970772672105,0.027793574731911984
19303,Mens E-Mail,1,"7) $1,000 +",1253.57,0,1,Urban,1,Web,0.03374176099332213,0.005966964575080415,0.027774796418241713
21438,No E-Mail,1,5) $500 - $750,591.64,1,1,Urban,1,Web,0.0327629177313907,0.0050415699565505455,0.027721347774840154
46747,Mens E-Mail,1,"7) $1,000 +",2239.16,0,1,Surburban,1,Web,0.03449944851694075,0.0068287640349125175,0.02767068448202823
36180,Mens E-Mail,1,"7) $1,000 +",2141.12,0,1,Surburban,1,Web,0.03449944851694075,0.0068287640349125175,0.02767068448202823
26603,Womens E-Mail,1,"7) $1,000 +",1651.3,0,1,Surburban,1,Web,0.03449944851694075,0.0068287640349125175,0.02767068448202823
2980,Mens E-Mail,1,"7) $1,000 +",1962.9,0,1,Surburban,1,Web,0.03449944851694075,0.0068287640349125175,0.02767068448202823
19588,Mens E-Mail,1,"7) $1,000 +",1728.75,0,1,Surburban,1,Web,0.03449944851694075,0.0068287640349125175,0.02767068448202823
48874,Mens E-Mail,1,"7) $1,000 +",1794.31,0,1,Surburban,1,Web,0.03449944851694075,0.0068287640349125175,0.02767068448202823
26934,Womens E-Mail,1,"7) $1,000 +",2040.83,0,1,Surburban,1,Web,0.03449944851694075,0.0068287640349125175,0.02767068448202823
52861,Womens E-Mail,1,"7) $1,000 +",3040.2,0,1,Urban,1,Web,0.035223611256243376,0.007572408256461985,0.02765120299978139
12630,Womens E-Mail,1,"7) $1,000 +",1732.99,0,1,Urban,1,Web,0.035223611256243376,0.007572408256461985,0.02765120299978139
63209,No E-Mail,1,"7) $1,000 +",2746.17,0,1,Urban,1,Web,0.035223611256243376,0.007572408256461985,0.02765120299978139
30283,Mens E-Mail,1,"7) $1,000 +",1863.8,0,1,Urban,1,Web,0.035223611256243376,0.007572408256461985,0.02765120299978139
46511,No E-Mail,1,"7) $1,000 +",1816.16,0,1,Urban,1,Web,0.035223611256243376,0.007572408256461985,0.02765120299978139
50135,Mens E-Mail,1,5) $500 - $750,583.35,1,1,Urban,1,Web,0.03269056333809651,0.0050415699565505455,0.02764899338154596
56890,No E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
